,ZIP,year,lesshigh,high_school,Somecollege,Bachelor_degree,olderthan250lessthan9,olderthan2509to12,olderthan250highschool,olderthan250somecollege0nodegree,olderthan250associate_degree,olderthan250bachelor_degree,olderthan250graduate_degree,poverty,population,female,male
0,15226,2017,13.8,28.1,46.8,11.3,1.9,5.6,34.5,16.9,10.1,20.3,10.7,9.8,13632,6885,6747
1,15232,2017,0.4,7.4,28.3,63.9,1.1,1.2,6.7,5.4,2.1,37,46.5,19.8,11252,6063,5189
2,15233,2017,6.7,55.9,31.6,5.8,4.3,8.8,35.2,22.7,7.6,15.2,6.1,15.8,4537,1250,3287
3,15236,2017,7.1,35,40.1,17.7,2.4,2.2,31.4,18.1,11.6,21.1,13.2,6.4,29236,15670,13566
4,15321,2017,11.1,35.4,32.6,20.8,0,5.9,31.9,21,9.7,21.2,10.3,4.3,1451,725,726
5,15290,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,15275,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,15261,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,15243,2017,8.2,29.1,28.4,34.3,1.4,2,18.5,11.2,6.7,31.9,28.4,3.8,13320,7197,6123
9,15241,2017,14.5,31.4,33.9,20.3,0.8,1,11.7,11.3,6.3,36.2,32.7,2.8,20712,10410,10302
10,15239,2017,12,31.8,37.3,18.9,1.2,3.5,31.9,19.2,12.1,22,10.1,5,20860,10668,10192
11,15017,2017,5.6,41.8,39.8,12.7,1.9,3.6,29.8,15.7,7.6,26.8,14.5,6.5,16883,9051,7832
12,15057,2017,8.6,44.4,34.7,12.3,2,5.1,32.1,13.2,9.3,25.5,12.7,5,15470,7731,7739
13,15120,2017,4.7,40.9,38.1,16.3,1.3,4.7,37.1,19.9,12.6,16.2,8.2,15.2,18372,9449,8923
14,15234,2017,2.6,39.6,33.6,24.3,2,3.8,32.4,17.3,10.4,24.1,9.9,10.1,13660,6800,6860
15,15225,2017,15.4,33.3,28.2,23.1,1.4,8.5,38.4,13.3,18.5,15,4.9,13.4,1096,522,574
16,15224,2017,4.6,28.3,31.2,35.9,2.1,4.6,27,15.9,6.9,25,18.6,22.4,10723,5725,4998
17,15222,2017,0.8,29.2,59.1,10.9,0.2,0.4,8,10.5,5.5,32.6,42.7,12.3,4700,2422,2278
18,15219,2017,6.2,23.8,61.6,8.4,2.9,11.5,34.5,21.3,8.4,11.2,10.3,36.5,16514,8396,8118
19,15218,2017,18,32.2,23.5,26.3,1.7,2.9,23.3,14.2,8.9,22.8,26.1,12.1,13623,7323,6300
20,15214,2017,15,29.5,42,13.4,1.7,6.8,34.5,17.2,10.5,18.4,10.9,22,13855,7049,6806
21,15213,2017,0.6,18.8,68,12.5,2.8,3.6,14.7,12.5,5,27.4,34.1,54.4,28265,15042,13223
22,15212,2017,12.9,37.7,34.6,14.8,3,6.2,31.8,16.6,9.2,19.9,13.3,20.6,26634,13496,13138
23,15211,2017,4.2,14.5,41.5,39.8,1.5,4.8,27.2,17,8.5,26.9,14.1,16,10804,5224,5580
24,15210,2017,19.2,41,32.3,7.4,3.4,8.6,40.9,19.7,11.1,10.7,5.7,22.1,26169,13273,12896
25,15209,2017,11.6,40,33.6,14.8,0.9,5.3,34.7,19.2,11.7,16.6,11.6,11.9,12225,5872,6353
26,15208,2017,15.7,27.6,41.6,15.1,2.4,6.7,23.8,16.6,8.3,18.4,23.8,30.3,10287,5770,4517
27,15207,2017,24,17.2,37.3,21.5,1.3,6.5,36.7,17.3,9.4,17.3,11.4,18.8,12075,6207,5868
28,15206,2017,8.3,15,35.1,41.7,2.1,4.3,22.3,15,7.5,22.2,26.6,18.4,29557,15764,13793
29,15203,2017,0.4,6.5,43.1,50,1.3,3.6,22.7,10.7,6.3,31.5,23.9,22.6,10171,4579,5592
30,15201,2017,2.5,31.1,26.5,39.9,1.5,5,21.3,14.6,6.8,30.9,19.9,13.3,12791,6451,6340
31,15148,2017,19.4,37,38.9,4.6,3.8,5.9,45.3,23.8,10.1,7.5,3.6,28,2792,1469,1323
32,15147,2017,14.3,40.8,33.9,11,2,4.7,34.2,17.9,10.8,18.8,11.7,12.2,17057,8681,8376
33,15146,2017,8.5,36.2,34.2,21.1,1.5,2.8,27.2,17.7,10.9,24.5,15.4,8.4,28042,14788,13254
34,15144,2017,1,43.4,40.7,14.8,0.7,4.4,41,19,13.2,13.3,8.5,9,4124,2183,1941
35,15140,2017,18.5,33.5,30.2,17.8,1,10.2,40,21.6,11.4,10.1,5.7,21.6,3260,1735,1525
36,15137,2017,32.6,19.9,46.1,1.5,0.5,6.2,42.9,17.7,13.2,15,4.4,13.5,9965,5157,4808
37,15135,2017,15.4,29.5,40.2,14.9,0,2.3,38.1,18.1,15.9,14.1,11.5,14.8,5206,2970,2236
38,15133,2017,15.5,42,37.9,4.6,1.5,4.7,43.5,23.7,12,11.3,3.2,8.9,6349,3373,2976
39,15132,2017,16.2,42.7,36.1,5,3.3,9.3,45.5,20.1,9.8,8.3,3.8,31.2,21571,11668,9903
40,15131,2017,11.1,36.1,40.4,12.5,1.1,4.1,37.1,19.1,11.6,18.6,8.4,5.9,8154,4263,3891
41,15129,2017,8.6,47.7,26.9,16.8,0.6,2.1,28.4,15.3,16.1,23.3,14.2,5.2,10539,5347,5192
42,15112,2017,19.2,35.7,40.1,4.9,1.6,5.1,41.9,20.8,9.1,16,5.4,26,2921,1672,1249
43,15110,2017,18,46.7,33.7,1.6,3.7,8.8,44.7,20.2,9.5,8.8,4.3,36.3,5544,3046,2498
44,15106,2017,10.4,35.6,42.1,11.9,1,4.1,34.4,18.6,10.8,21.9,9.3,13.6,19454,9941,9513
45,15090,2017,22.3,28.8,27.8,21,0.9,0.5,11.7,11,6.7,35.6,33.6,3.5,23960,11975,11985
46,15085,2017,0.4,47.6,33.5,18.5,0.7,3.7,38,15.4,10.6,20.4,11.2,7.7,7756,4080,3676
47,15082,2017,0,0,0,0,0,0,37.8,39,0,0,23.2,0,118,69,49
48,15056,2017,40,41.8,18.2,0,1.9,10.6,29.6,21.1,5.8,20,11,26.3,1184,624,560
49,15049,2017,5.2,62.1,27.6,5.2,2.9,3.4,41.2,23.4,10.8,14,4.3,18.7,834,436,398
50,15047,2017,0,0,0,0,0,0,0,26.6,45.3,28.1,0,0,80,45,35
51,15046,2017,21,31.5,38.3,9.3,1,4.9,33.7,19.2,12,18.9,10.3,6.7,2606,1355,1251
52,15045,2017,14.7,41.1,34.8,9.4,3.1,8.7,45.4,19.5,9.6,11.2,2.6,17.2,4435,2256,2179
53,15035,2017,15.6,32.6,34,17.7,2.4,3.4,44.8,21,13.5,8.5,6.4,10.2,2073,1044,1029
54,15030,2017,13.3,51.7,21.7,13.3,2.4,8,34.9,23.5,12.2,14.3,4.6,14.5,1063,479,584
55,15034,2017,15.7,45.7,34.6,3.9,1.4,3.4,43.1,19.5,9.1,18.8,4.6,12.9,1763,982,781
56,15026,2017,51.4,11.9,24.5,12.2,0.6,4.6,41.3,20.6,15.8,10.6,6.5,10.7,3661,1665,1996
57,15025,2017,16.6,25.8,47.1,10.5,2,2.7,34.5,16.7,10.7,22.1,11.3,13.4,16133,8433,7700
58,15024,2017,17,32.1,40.5,10.4,1.4,3.9,33,19.4,12.7,20.5,9.1,7.6,8715,4345,4370
59,15020,2017,0,100,0,0,3.1,0,40.1,5.7,23.4,21.9,5.7,0,236,101,135
60,15018,2017,0,0,0,0,0,4.2,65.4,12.2,6.9,3.9,7.4,19.7,892,411,481
61,15015,2017,35.2,16.7,44.4,3.7,0,1.3,11.4,13.2,8,39.5,26.6,2.7,1154,542,612
62,15014,2017,16.9,43.9,29.6,9.6,1.4,3.8,44.1,19.4,13.4,10.3,7.5,15.4,3154,1632,1522
63,15007,2017,0,0,100,0,0,0,64.1,14,3.6,18.2,0,1.5,343,170,173
64,15003,2017,11,43.8,38.2,7,2.4,4.4,41.5,21.5,8.2,15.5,6.4,12.2,11306,5835,5471
65,15229,2017,12.5,31.4,34.7,21.5,1.3,4,30.4,13.6,12.7,25,13.1,5.3,13599,6955,6644
66,15227,2017,14.6,33.2,35.5,16.7,4.3,6,33.7,17.5,12.2,18.3,8,13,28710,14655,14055
67,15223,2017,8.9,47,23.2,20.9,1.1,5.6,36,18,16.2,15.7,7.5,9.8,6562,3355,3207
68,15238,2017,19.9,21,32.5,26.6,1.3,2.2,13.8,12.5,5.9,24.9,39.4,4.5,13042,6735,6307
69,15051,2017,0,100,0,0,2.1,11.5,34.4,9.4,6.9,22.4,13.3,2.9,409,217,192
70,15101,2017,7.3,14.3,45.3,33.1,1.5,2.4,22.3,13.1,8.1,30.5,22.1,4.5,24570,12301,12269
71,15044,2017,20.6,28.9,32.6,17.9,1.1,1.8,22.9,11.5,9.3,31.4,22,4.9,28131,14455,13676
72,15006,2017,0,100,0,0,0,0,46.7,4.7,22.6,19.2,6.8,0,508,232,276
73,15084,2017,12.1,46.3,23.3,18.3,0.9,5.9,46.7,16.4,11.4,14.8,3.9,13.8,9887,5124,4763
74,15089,2017,10.7,47.4,27.8,14.1,1.3,4.5,44.4,18.4,10.6,14.3,6.5,10.3,6709,3572,3137
75,15126,2017,21.9,23.5,42.5,12.2,0.9,5.7,25.3,17.1,12.1,26.2,12.7,7,7433,3847,3586
76,16059,2017,20.4,34,42.3,3.3,0.6,1.9,30.4,17.4,7.5,25.9,16.2,2.5,7797,3896,3901
77,16056,2017,11,46.6,27.2,15.2,2,3.6,40,16.5,11.9,16.8,9.2,5,4254,2332,1922
78,16055,2017,9.7,22,56.3,12,0.6,2.6,37.5,17.7,9.7,19.7,12.1,3.9,8249,4168,4081
79,15668,2017,14.4,14.7,41.7,29.2,0.1,2.1,20.4,14.9,8.6,28,26,2.6,12846,6763,6083
80,15642,2017,9.2,28.8,42.6,19.3,0.7,3.1,31.6,16.9,12.3,24.1,11.2,4.8,43785,22443,21342
81,15332,2017,16,42.4,34,7.6,0.9,4.2,44.2,15.1,11.2,17.2,7.1,8.6,8302,4077,4225
82,15142,2017,0,100,0,0,0,0.7,13.6,1.2,6.1,48.5,29.9,3.4,1125,588,537
83,15217,2017,2.5,16.8,41.1,39.6,1.1,2.2,12.1,8.4,4,29.8,42.3,13.2,28049,14181,13868
84,15071,2017,11,25.1,39.8,24.1,0.7,3.3,28.7,18,10.9,25.4,13,6.6,10589,5451,5138
85,15108,2017,6.6,19.2,55.8,18.5,2.8,3.6,24.2,15.2,9.2,29.3,15.6,7.9,42278,21397,20881
86,15086,2017,0,0,100,0,0,0,26.5,14.3,29.6,14.3,15.2,0,285,85,200
87,15005,2017,18.7,41.8,26.7,12.7,0.3,4.2,39.7,16.8,7,20,11.9,7.3,9550,4969,4581
88,15104,2017,14.1,41.2,39.9,4.8,4.4,7.7,46,18.7,12.3,7.2,3.7,32.6,8722,4677,4045
89,15221,2017,11.4,30.1,39.9,18.6,1.5,4.3,28.1,18.2,9.8,22.4,15.7,19.8,30666,17157,13509
90,15145,2017,5.2,31.6,40.2,23.1,0.7,3.4,40,23.6,10.2,10.7,11.4,15.7,7216,4112,3104
91,15028,2017,23.5,5.9,70.6,0,4.7,3.7,49.5,24.3,5.6,6.5,5.6,7,158,74,84
92,15139,2017,3.4,45.9,16.8,34,1.9,4,21.8,14.5,7.2,28.1,22.5,6.5,6440,3579,2861
93,15215,2017,23,31.7,28,17.3,1.9,4.3,22.8,13.5,8,25.7,23.8,8.3,12424,6225,6199
94,16046,2017,9.9,24.4,39.5,26.2,0.4,1.4,16.2,10.4,6.7,38.5,26.5,1.8,15922,7786,8136
95,15143,2017,22.1,18.2,26.9,32.8,1.5,1.7,17.1,12.5,5.6,32.3,29.4,4.6,20556,10542,10014
96,15205,2017,9.8,20.2,39.1,30.9,2.6,4.2,30.1,16.5,10.2,26.1,10.2,12.8,22408,11660,10748
97,15220,2017,8.7,24.1,40.9,26.3,1.7,4,24.6,12.5,9,28.2,19.9,10.1,17612,8915,8697
98,15031,2017,0,89.5,10.5,0,0,31.1,42.9,17.8,3.5,0,4.8,13.3,399,171,228
99,15102,2017,12.4,27.6,43,16.9,1.4,2.8,24.7,16,9,30.4,15.6,5.3,29706,15420,14286
100,15228,2017,10.5,25.6,46.5,17.4,0.6,1,9.8,10.5,6.1,35.9,36.1,5.5,17858,9154,8704
101,15216,2017,7.4,23.3,42.7,26.5,2.5,3.7,23.9,16.4,9.3,28.5,15.7,9.9,22728,11470,11258
102,15136,2017,14.1,32.7,40.9,12.3,2.3,7.3,39,15.7,8.9,18.2,8.5,16.4,22350,11502,10848
103,15204,2017,25.8,24.3,29.3,20.6,2.4,6.5,36.5,21,11.4,14.7,7.6,25.4,8052,4093,3959
104,15122,2017,15.3,34.5,33.5,16.6,1.6,3.9,40.1,20.8,12.3,15.2,6,15.2,19850,10646,9204
105,15235,2017,10.9,28.5,47.2,13.4,1.3,3.2,27.5,22.6,10.5,20.4,14.5,9,34769,18821,15948
106,15237,2017,8.1,23.7,42.3,26,1.8,2.5,19.2,14.7,8,30.7,23,3.8,42391,22080,20311
107,15202,2017,15.7,26.7,39,18.6,1,4.4,26.9,17.7,11,25.9,13,9.7,19536,10223,9313
108,15116,2017,5.7,34.1,40.5,19.7,0.9,3.4,28.5,16.5,9.1,24.6,17.1,2.9,14747,7645,7102
109,15037,2017,8.8,31.8,42.8,16.6,1.6,4,38.6,19.9,13.1,17.2,5.8,6.9,10685,5632,5053
110,15088,2017,50,15,25,10,0.6,9,44.2,22.4,14.6,7.5,1.6,19.5,513,259,254
111,15083,2017,4.8,19.4,71,4.8,3.7,7.7,48.2,24.5,6.3,8.1,1.6,18.5,798,391,407
112,15276,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,15282,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,16229,2017,15.9,30.3,44.1,9.8,1,4.2,38.9,19,15.7,14.7,6.5,10,5118,2502,2616
115,15076,2017,0,45,55,0,1.6,8.7,41.1,21.7,14.2,12.8,0,7.5,840,415,425
116,15075,2017,0,0,0,0,0,0,73.6,0,0,26.4,0,41.3,179,108,71
117,15068,2017,19.7,32.4,35,13,2.5,5.5,39,16.7,10.8,16.5,8.9,15.6,38205,19893,18312
118,15065,2017,21.1,42.6,26.5,9.9,1.4,4.2,42.2,15.6,12.8,16.8,7,10.3,11604,6094,5510
119,15064,2017,0,0,0,0,3.5,0,44.2,19.9,13.3,10.2,8.8,9.8,277,141,136
120,15063,2017,4.9,47.3,35.2,12.6,2,5.8,39.3,15.6,12,15.5,9.8,7.3,11247,5501,5746
0,15226,2016,10.2,29.4,49.6,10.8,2.1,6.2,33.9,17.1,10.2,19.9,10.5,9.8,13618,6903,6715
1,15232,2016,0.4,5.5,26.6,67.5,1.1,1.3,7.5,5.7,2.6,36.7,45.2,5.8,11691,6166,5525
2,15233,2016,9.4,53.7,26.6,10.3,4.4,8.1,40.8,20.6,7.2,13.4,5.5,24.2,4406,1267,3139
3,15236,2016,6.1,30.4,48.7,14.7,1.9,2.4,33.6,17.4,11,21.2,12.5,4.1,29493,15611,13882
4,15321,2016,9.7,35.1,47.4,7.8,0,3.5,33.9,20.9,8.1,19.2,14.3,3.6,1484,762,722
5,15290,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,15275,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,15261,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,15243,2016,7.9,26.2,27.2,38.7,1.2,2.3,19.5,11.7,6.7,32,26.5,3.1,13224,7178,6046
9,15241,2016,17.7,28.1,30.1,24.1,0.8,0.8,12.5,11.5,6.6,35.7,32.2,1.8,20523,10374,10149
10,15239,2016,7.4,32.4,42.3,17.9,1.2,3.6,31.2,17.6,12.5,22.7,11.2,3.8,21212,10959,10253
11,15017,2016,4,38.9,41.3,15.9,1.9,3.9,31.1,15.3,7.3,27.1,13.4,5.2,16495,8944,7551
12,15057,2016,10.2,36.6,42.5,10.6,2.1,5,35.1,12.6,10.1,23,12,3.1,15485,7812,7673
13,15120,2016,5.1,29.4,46.3,19.2,1.3,6.1,37.5,18.2,12.5,15.6,8.8,9.5,18492,9708,8784
14,15234,2016,6,36.6,37,20.4,2.4,3.5,33.4,18.1,8.9,23.9,9.7,8,13483,6741,6742
15,15225,2016,16.7,35.6,34.4,13.3,2.8,7.1,43.7,14.1,16,12.1,4.3,8.4,1145,543,602
16,15224,2016,6.6,30.6,31.5,31.4,2.2,4.1,28.2,15.8,6.9,24.7,18,18.6,10791,5658,5133
17,15222,2016,1.6,28.4,61.9,8.1,0.4,1,9.8,12.2,6.1,27.6,43,6.7,4196,2192,2004
18,15219,2016,7.1,19.7,65.4,7.8,3.6,10.5,36.8,22.6,8.4,9.8,8.4,33.8,16010,8311,7699
19,15218,2016,16.3,20.3,28.1,35.3,1.4,2.5,24.1,14.6,9.7,22.1,25.6,9.1,13757,7343,6414
20,15214,2016,11.7,31.3,40.6,16.4,1.3,7.3,36.5,17.4,9.7,17.1,10.5,18,14007,7162,6845
21,15213,2016,0.6,17.3,69.3,12.8,3.1,3.9,14.2,12.4,4.3,27.7,34.5,17.7,27708,14459,13249
22,15212,2016,13.1,40.9,32.5,13.6,3.3,7.2,33.5,16.6,8.4,19.3,11.8,17.2,26331,13172,13159
23,15211,2016,5.7,14.7,37.2,42.4,1.2,4.3,26.8,16.5,9.5,27.6,14.1,12.9,10984,5295,5689
24,15210,2016,23.4,36.1,33.7,6.9,3.4,8.6,42.6,19,10.4,10.8,5.3,18.9,26716,13773,12943
25,15209,2016,4.8,43.6,39.7,11.9,1.1,5.7,34.7,20.5,10.8,17,10.3,8.1,12382,6032,6350
26,15208,2016,12.2,35,36.6,16.2,1.8,7.3,21.1,17.7,8.8,19,24.4,24.9,10304,5801,4503
27,15207,2016,20.7,22.9,35.2,21.2,1,6.4,38.9,18.4,10.1,16.4,8.8,17.7,12583,6453,6130
28,15206,2016,7.7,18.5,36.3,37.5,2.1,5.1,24.1,15.3,7,21.7,24.8,17.2,28954,15338,13616
29,15203,2016,0.7,8.1,44.4,46.7,1.1,4.3,24,11.8,6.3,28.9,23.6,6.6,10015,4406,5609
30,15201,2016,7.9,29.9,24.1,38.1,1.7,5.7,22,17.1,6.8,28,18.7,10,12805,6500,6305
31,15148,2016,24,33.2,41.5,1.3,3.7,6,46.9,22.5,10.1,8.2,2.6,17.6,2651,1502,1149
32,15147,2016,12.7,32.4,41.2,13.7,2.9,5.6,32.8,18.3,11.5,18.5,10.4,10.2,17586,9236,8350
33,15146,2016,9.7,31.4,35.4,23.6,2,2.9,27.6,18.1,10.7,23.8,14.9,4.9,28238,14597,13641
34,15144,2016,2.8,44,43.4,9.7,0.7,5.2,43.3,18.8,11.6,13.5,6.9,7.8,4124,2256,1868
35,15140,2016,22.7,37.3,23,17,1,8,39.6,22.6,10.3,12,6.5,17.4,3259,1774,1485
36,15137,2016,38.9,32,24.7,4.4,0.7,5.5,47.3,16.6,12.7,11.1,6.1,16.2,9987,5190,4797
37,15135,2016,12.7,29.2,34,24.1,0,3.7,40.2,19.1,14.5,13.7,8.8,7.7,5229,2968,2261
38,15133,2016,15.3,40.2,38.9,5.5,1.5,5.5,41.6,25.6,11.8,10.2,3.7,7.2,6314,3338,2976
39,15132,2016,15.4,33.6,46.7,4.3,3.4,9.7,45.7,19,9.7,8.2,4.2,27.3,21577,11657,9920
40,15131,2016,8.5,32.3,42.3,16.9,1,4.1,39.3,18.2,10.7,18.5,8.3,0.9,8265,4456,3809
41,15129,2016,6,42.2,27.5,24.3,0.8,1.9,29.2,15.9,15.3,23.6,13.4,5.3,10595,5389,5206
42,15112,2016,30.5,36.2,31,2.3,2.1,6,41.7,17.6,11.2,16.2,5.2,18.4,3168,1688,1480
43,15110,2016,23.6,36.4,37.7,2.3,3.6,7.1,48.6,20.1,7.9,7.7,4.9,37.4,5534,2927,2607
44,15106,2016,14.6,32.3,43.6,9.6,1,3.8,36.7,18.2,10.3,20.8,9.3,12.2,19299,9701,9598
45,15090,2016,19.5,29.8,31.8,18.9,0.5,0.7,11.1,10.6,7.8,37.6,31.7,2,23811,11644,12167
46,15085,2016,1.2,47.9,34.1,16.8,0.6,3.6,37.7,15.2,10.3,21,11.7,5.1,7738,4007,3731
47,15082,2016,0,0,0,0,0,0,57.5,26.5,0,0,15.9,0,149,84,65
48,15056,2016,35.1,42.1,15.8,7,1.2,8.3,28.1,21.8,7.9,22,10.8,12.8,1214,633,581
49,15049,2016,5.1,62.7,28.8,3.4,3.7,5.1,40,21.5,10.7,15.2,3.9,13.5,859,479,380
50,15047,2016,0,0,0,0,0,0,0,26.2,44.6,29.2,0,0,82,47,35
51,15046,2016,23,27.6,45.4,4.1,1.1,5.1,33.6,18.3,11.6,20.2,10.1,3.5,2607,1364,1243
52,15045,2016,31.7,26.6,33.7,7.9,3.9,6.4,43.4,20.8,10.1,12.4,2.8,11.1,4444,2293,2151
53,15035,2016,11,37.4,38,13.5,2.2,2.4,44.4,22.7,14,7.9,6.5,8.7,2111,1087,1024
54,15030,2016,25,47.9,18.8,8.3,2.7,6.3,35.7,21.1,12.4,16.9,5,10.5,1024,426,598
55,15034,2016,10.3,45.4,37.1,7.2,1.8,3.7,46.1,21.4,8.3,15.4,3.4,13.1,1741,933,808
56,15026,2016,44.8,22,23.8,9.4,1,5.1,40.6,22.6,17.1,9,4.6,4.3,3452,1536,1916
57,15025,2016,19.2,26.7,46.7,7.4,1.9,3.3,34.7,16.2,11.6,20.9,11.2,8.2,16379,8498,7881
58,15024,2016,14.8,29,40.9,15.3,1.7,4.7,32.7,18.8,13.2,19.4,9.4,4.1,8628,4389,4239
59,15020,2016,0,100,0,0,2.3,0,50.9,5,21.8,15,5,0,267,115,152
60,15018,2016,0,0,0,0,0,5.2,65.1,7.8,6.5,5.4,10.1,5.1,813,372,441
61,15015,2016,35.9,43.6,15.4,5.1,0,2.3,10.1,11.3,8.2,42.4,25.8,0,1230,563,667
62,15014,2016,19,52.3,18.7,10,1.2,6.4,41.6,22,10.6,9.8,8.3,9.2,3155,1590,1565
63,15007,2016,0,0,100,0,0,0,49.6,0,5.5,42.4,2.5,0,252,89,163
64,15003,2016,7.7,52.9,31.5,7.9,2.6,6.3,39.8,21.1,10.2,14.3,5.7,10.4,11440,5939,5501
65,15229,2016,9.1,33.5,35,22.4,1.5,3.9,29.7,13.7,13.5,25.5,12.2,3,13883,7008,6875
66,15227,2016,13.8,33.4,39,13.8,3.8,5.7,34.1,16.9,12.9,18.6,8,9.7,28786,15003,13783
67,15223,2016,9.3,43.2,22.5,25.1,1.7,4.4,36,18.9,14,18.3,6.7,5.7,6837,3477,3360
68,15238,2016,19.6,19.8,32.5,28.1,1.7,2.2,15.5,12.2,6.3,24.4,37.7,4.5,13329,6970,6359
69,15051,2016,0,100,0,0,3.6,10.7,26.3,13.3,7.1,23.7,15.3,5.3,375,214,161
70,15101,2016,9.1,14.6,38.5,37.8,1.6,2.5,23,13.9,8.1,29.5,21.3,3.3,24506,12414,12092
71,15044,2016,21.9,28.5,29.4,20.2,1.2,1.9,22.3,12.1,9.3,31.4,21.8,2.7,28016,14388,13628
72,15006,2016,0,100,0,0,0,0,34.6,9.3,22.9,22.9,10.3,0,330,166,164
73,15084,2016,14.5,48.9,20.4,16.1,1.2,5.9,45.4,16.5,11.9,14.6,4.6,9,9798,4956,4842
74,15089,2016,4.3,44.2,40.9,10.6,1.4,5.7,41.7,20.2,11.1,13.6,6.3,9,6154,3359,2795
75,15126,2016,18,33.2,36.4,12.4,1.2,7.6,25.1,16.4,10.4,27.9,11.3,6.5,7392,3678,3714
76,16059,2016,15.3,28,45.6,11,0.7,2.5,33,17.9,6.2,23.9,15.8,1.3,7902,4041,3861
77,16056,2016,9.6,51.3,24.4,14.7,2.6,3.5,40.8,16.8,12.8,15.7,7.8,3,4465,2354,2111
78,16055,2016,17.4,21.5,47.7,13.4,1.3,2.6,41.8,18,8.9,17.5,10,2.5,8593,4382,4211
79,15668,2016,11.6,15.7,42.5,30.2,0.3,2.5,19.6,16.3,8.2,28.8,24.2,1.5,13267,6857,6410
80,15642,2016,8.2,34.1,38.2,19.5,0.7,3.4,32.6,17.1,11.9,23.1,11.1,2.9,44960,23317,21643
81,15332,2016,8.7,44.6,34.9,11.8,0.8,4.4,46.1,14.2,11.1,16.5,6.8,5.2,8051,3950,4101
82,15142,2016,0,29.5,37.2,33.3,0,1.4,18,6.6,5.6,41.9,26.6,8.1,1298,694,604
83,15217,2016,1.7,15.5,40.2,42.5,0.8,1.9,11.4,9.5,4.5,27.7,44.1,7.3,28105,14414,13691
84,15071,2016,15.1,27.7,38.8,18.3,0.8,4.4,28.2,17.6,11.8,25.4,11.8,4.5,10583,5430,5153
85,15108,2016,7.2,20.9,53.8,18.1,3,3.9,24.9,15,9.3,28.6,15.2,5.9,42037,21393,20644
86,15086,2016,0,0,100,0,0,0,31.9,17.8,10.3,21.6,18.3,0,318,76,242
87,15005,2016,18.5,40.8,28,12.7,1.1,4.7,36.9,18,7.3,20.7,11.3,3.9,9692,4932,4760
88,15104,2016,16,41.5,40.8,1.7,4.6,8.2,44.9,20.2,12,6.8,3.3,30.3,8839,4762,4077
89,15221,2016,17.1,27.7,40.4,14.9,1.9,5.1,28.2,19.1,9.2,21,15.6,16.5,31017,17225,13792
90,15145,2016,4.1,35.4,37.4,23.1,1,4.1,40.2,22,11.2,11.9,9.6,18.5,7150,3816,3334
91,15028,2016,17.6,11.8,70.6,0,1.7,7.7,51.3,21.4,3.4,5.1,9.4,4.1,166,77,89
92,15139,2016,2.3,43.8,22,31.9,1.7,4.1,22.8,15.7,7.4,26.2,22.1,5.1,6420,3569,2851
93,15215,2016,22,26.4,38.7,12.9,1.8,4.6,22.5,14.2,7.1,23.8,26,7.4,12389,6182,6207
94,16046,2016,10.7,27.9,40.6,20.7,0.3,2.1,17.4,10.5,6.8,38.6,24.3,1,15628,7745,7883
95,15143,2016,16.1,24.5,30.1,29.3,1.8,1.7,18.2,11.9,5.8,31.9,28.8,2.5,20057,10323,9734
96,15205,2016,6.1,22.3,42.2,29.5,2.6,3.8,31.8,17.9,9.4,25.3,9.3,9.7,22415,11534,10881
97,15220,2016,5.6,32.1,43.7,18.5,1.7,3.7,25.6,13.5,9.3,26.5,19.6,5.8,17805,9077,8728
98,15031,2016,37.2,51.2,11.6,0,2.1,20.4,38.5,26.3,2.1,0,10.6,0,588,199,389
99,15102,2016,15.9,25.9,42.8,15.4,1.4,2.9,25.6,15,9.1,30.3,15.6,3.7,29818,15611,14207
100,15228,2016,13.6,25.7,40.6,20.1,1.2,0.8,10.4,10.9,6.4,34.6,35.7,4.4,18135,9390,8745
101,15216,2016,11.2,28.3,36.9,23.7,2.3,3.6,24.1,17.7,9,27.5,15.8,6.3,22889,11601,11288
102,15136,2016,15.4,30.4,40.4,13.9,1.7,7.6,38.7,16.3,8.7,18.2,8.8,13.1,22119,11296,10823
103,15204,2016,19.9,39.6,29,11.4,2,7.4,37.9,19.6,12.2,13.6,7.2,22,8554,4441,4113
104,15122,2016,16,29.9,36.5,17.5,2,4.3,38.6,20.8,12.9,15.7,5.8,9.9,19909,10726,9183
105,15235,2016,12.2,31.3,43.8,12.7,1.4,3.5,27.6,23.3,10.6,20,13.6,8.4,34136,18552,15584
106,15237,2016,9.8,20.9,38.3,31,1.7,3,20.3,15.5,7.6,29.6,22.3,1.9,42651,22386,20265
107,15202,2016,16.2,24.1,43.9,15.8,1.1,4.5,27.3,18.5,11.3,24.3,13.1,7.4,19354,10377,8977
108,15116,2016,5.5,35.2,31.7,27.7,1,3.1,29.6,14.9,8.5,24.1,18.8,1.9,14426,7469,6957
