,ZIP,year,lesshigh,high_school,Somecollege,Bachelor_degree,olderthan250lessthan9,olderthan2509to12,olderthan250highschool,olderthan250somecollege0nodegree,olderthan250associate_degree,olderthan250bachelor_degree,olderthan250graduate_degree,poverty,population,female,male
47,15082,2013,7.5,25,61.3,6.3,4.5,9.7,45.3,18.4,7.4,7.8,6.8,0,142,79,63
48,15056,2013,12.3,31.9,44.1,11.7,1.6,5,36.5,15.6,9.6,21.3,10.4,0.7,1136,629,507
49,15049,2013,12.3,40.1,32.6,15,3.4,4.1,45.7,22.7,14.1,5.5,4.5,8.6,954,514,440
50,15047,2013,0,61.7,23.4,14.9,3.2,14.1,42.4,13,6.4,14.5,6.3,0,0,0,0
51,15046,2013,0,0,0,0,0,0,0,0,0,0,0,5.4,2628,1319,1309
52,15045,2013,18.5,35.9,43.1,2.6,3.1,3,38.7,16.5,12.2,18.3,8.1,6.6,4481,2219,2262
53,15035,2013,6.5,35,42.8,15.8,1,4.5,43.4,17.2,9.9,15.2,8.7,9.5,2222,1208,1014
54,15030,2013,36.4,63.6,0,0,1.9,9.2,46.5,19.5,4.6,9.2,9.2,15.1,1040,505,535
55,15034,2013,12.8,44,40.8,2.4,0.7,9.3,44,22.4,8.4,9.9,5.4,7.4,1838,946,892
56,15026,2013,0,18.3,69.5,12.2,1.8,7.4,46.9,18.5,9.2,9.9,6.3,4.4,3116,1515,1601
57,15025,2013,1.5,55.4,32.3,10.8,0.8,4.5,47.5,18.8,12.7,10.5,5.1,9.7,16089,8523,7566
58,15024,2013,26.4,28.8,38.9,5.8,1.6,5.9,36.8,15,11.3,18.1,11.2,6.2,8541,4603,3938
59,15020,2013,8.7,58.4,21.9,10.9,3.2,10.8,47.2,17.2,7,10.7,3.8,17,152,64,88
60,15018,2013,23,5.4,46.3,25.3,1,4.7,54.4,15.7,9.1,9.3,5.9,8.5,668,349,319
61,15015,2013,7.1,42.3,37.4,13.1,2,4,29.5,15.6,7.4,26.4,15.1,1.5,1225,598,627
62,15014,2013,19.5,41.5,31.7,7.3,0,1.3,10.3,12,9.2,38.9,28.3,12,3184,1746,1438
63,15007,2013,18.1,28.7,40.2,13,2.4,4.8,30.6,18.2,10.3,22,11.6,0,334,160,174
64,15003,2013,0,0,0,0,0,0,17.7,42.9,13.1,19.4,6.9,16,11613,6078,5535
65,15229,2013,1.9,9.9,34.9,53.2,1.7,1.1,8,8.9,3.5,33.3,43.6,3.2,14024,7289,6735
66,15227,2013,10,24.9,38.2,26.9,1.2,1.5,15.1,13,6.3,33.5,29.4,8.4,28399,15011,13388
67,15223,2013,2.9,24.4,39.3,33.4,2.5,6,28.9,19.6,6.4,19.4,17.2,8.6,6737,3475,3262
68,15238,2013,7.2,31.6,43.3,17.9,1.9,3.7,31.9,16.8,11.7,21.9,12.2,4.4,12654,6644,6010
69,15051,2013,9.1,25.4,56.3,9.1,1.2,6.3,43.5,21.1,13.7,10.9,3.3,11.6,359,211,148
70,15101,2013,15.2,15.6,42.6,26.7,1.5,2.8,27.2,14.8,8.7,30.1,15,3.5,24988,12700,12288
71,15044,2013,32.4,20,39.7,7.9,5.5,7,43,16.9,12.1,11.9,3.6,2.5,26934,13909,13025
72,15006,2013,0,0,53.1,46.9,0,2.5,53.3,10.9,3.6,27.5,2.2,0,329,162,167
73,15084,2013,3.9,43.7,37.9,14.6,0.1,3.5,40.2,17.2,13.6,17.8,7.6,10.1,9754,4942,4812
74,15089,2013,13.2,28.1,44.7,14,0.6,1.4,12.8,10.2,6.9,36.9,31.3,6,5586,2872,2714
75,15126,2013,10.8,24.9,45.5,18.7,2.9,3.7,30.7,15.8,13.1,24.3,9.7,5,6646,3331,3315
76,16059,2013,8.4,25.3,46.6,19.7,1.8,4.6,46.1,20.9,10.7,12.7,3.1,5.4,8207,4250,3957
77,16056,2013,1.6,19.7,73.6,5.1,2.4,6,35.9,14.5,8.7,18.8,13.8,3.7,4792,2603,2189
78,16055,2013,11.9,40.1,31.5,16.6,2.7,4.7,48.1,15.8,11.6,12.4,4.7,4.5,8416,4308,4108
79,15668,2013,22,10.4,51.9,15.7,3.8,3.5,45.5,13.3,11.9,14.8,7.2,2.4,13579,6975,6604
80,15642,2013,21.2,23,46.6,9.2,2.1,6.4,40.3,20.2,8.9,15.8,6.4,3,45544,23416,22128
81,15332,2013,16.8,24.2,48,10.9,1.1,11.5,50.3,11.7,8.3,8.9,8.2,6.4,8170,4149,4021
82,15142,2013,7.9,38.4,35.8,17.9,1.1,2.9,20.6,13.1,5.6,28.9,27.8,10.2,1358,710,648
83,15217,2013,15.5,26.4,32.3,25.8,1.3,4.1,25.6,15.5,7.9,22.5,23,7.2,27439,13874,13565
84,15071,2013,0,0,0,0,0,21,72.3,0,0,6.7,0,5,9897,5047,4850
85,15108,2013,31.4,45.6,22,1,3.5,8.4,46.1,20.9,7.9,7.2,6,7.9,40774,20476,20298
86,15086,2013,0,100,0,0,0,6.9,85.7,7.4,0,0,0,0,298,169,129
87,15005,2013,0,0,100,0,0,22.1,48.5,0,20,9.4,0,3.9,9659,4895,4764
88,15104,2013,12.6,30.4,40.3,16.7,1.6,5.8,39.3,17.9,9.3,18.2,7.8,30,9339,4928,4411
89,15221,2013,1.8,27.4,61.8,9,0.6,3.7,19.1,15.6,6.2,23,31.9,17.9,31099,17407,13692
90,15145,2013,12.1,24.6,43.4,19.9,2.3,3.7,28.2,18.5,9.7,23.5,14.1,16.6,7388,3872,3516
91,15028,2013,4.8,40.3,38.7,16.1,2.7,6.5,37.5,19.7,14.6,17,2,2.3,130,66,64
92,15139,2013,25.3,46.4,9.6,18.7,1,6.2,45.1,19.8,7.5,13.4,6.9,3.8,6340,3336,3004
93,15215,2013,15.5,23.4,46,15.2,1.6,4,29.4,19.3,9,23.2,13.4,5.7,12834,6456,6378
94,16046,2013,52.4,14.3,33.3,0,0,7.5,55.8,17.5,11.7,5.8,1.7,1.4,14608,7600,7008
95,15143,2013,9.4,35.6,32.9,22.1,2.5,6.3,40.4,19.8,10.2,12.2,8.6,3,20162,10438,9724
96,15205,2013,11.8,19.4,34.2,34.6,3.4,6.1,26.2,17.8,6.8,18.4,21.4,7.7,22459,11731,10728
97,15220,2013,20.1,28.6,39.5,11.8,2.7,4.9,28.7,20.4,9.7,18,15.7,6,17637,8877,8760
98,15031,2013,9.9,49.2,30.1,10.8,1.8,8.7,53.7,13.7,6.5,9.5,6.1,29.7,554,144,410
99,15102,2013,27.9,32.5,38.4,1.2,4.8,10.8,43.1,20.3,10.5,7.2,3.3,2,29988,15560,14428
100,15228,2013,4.8,44.4,32,18.8,1,5,30,18.1,9.1,25.8,11,5.7,18099,9373,8726
101,15216,2013,1.6,11.1,40.6,46.8,0.9,1.8,13,10.9,3.9,25.5,43.9,7.5,23054,11866,11188
102,15136,2013,21.1,28.4,42.1,8.4,2.4,7.3,43,18.7,12.4,11.4,4.7,17.8,21901,11213,10688
103,15204,2013,5.4,26.8,42.9,25,1.7,3.9,34.8,17.4,9.7,22.8,9.8,12.7,7647,4088,3559
104,15122,2013,2.8,40.1,32,25.1,1,5.9,27.4,20,13.3,21.5,11,10.2,20123,10516,9607
105,15235,2013,7.1,26.6,50.5,15.8,2.8,3.3,32.6,17.8,11.4,21.2,11,7.6,34257,18449,15808
106,15237,2013,11.2,31.5,34.3,23.1,1.8,2.1,19,11.9,5.4,30.2,29.5,2.6,40891,21554,19337
107,15202,2013,3.2,10.6,50.8,35.4,2.1,4.4,26.9,11.3,7.2,27,21.3,8.8,19654,10440,9214
108,15116,2013,8.5,21,53.4,17.1,2.4,6.7,41.8,18.2,10.1,13.3,7.4,2.8,14403,7378,7025
109,15037,2013,0,100,0,0,0,21.5,53.7,24.9,0,0,0,5.5,11037,5752,5285
110,15088,2013,2.6,19.7,64.8,12.9,3.5,6.3,42.5,21,9.9,11,5.9,20.3,791,393,398
111,15083,2013,27.5,36.6,21.4,14.5,2.8,8.7,42.8,18.2,11.8,10.4,5.3,9.9,823,400,423
112,15276,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,15282,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,16229,2013,15.6,35.6,40,8.9,4.3,9.2,58.6,11.5,10.6,2.9,2.9,12.3,4997,2462,2535
115,15076,2013,20,60,20,0,8.1,14,43,19.8,12.8,2.3,0,15.5,1191,691,500
116,15075,2013,31.6,7.5,60.9,0,3.3,14.2,34.6,17.4,13.6,12.2,4.7,47.4,70,30,40
117,15068,2013,5.7,31.2,55.6,7.5,0.9,5.7,32.5,14.6,10.2,24,12.3,13.3,38292,19784,18508
118,15065,2013,14.3,43.4,35.7,6.6,3.2,5.9,43.8,20.3,9.3,10.9,6.7,9.4,11723,6237,5486
119,15064,2013,24.4,32.2,32.3,11.1,0.4,5.6,45.8,19.1,7.4,15.1,6.6,43.2,539,319,220
120,15063,2013,0,16.1,83.9,0,4.7,4.7,64.6,3.1,3.7,19.3,0,7.9,11408,5885,5523
0,15226,2012,14.2,36,32.6,17.2,2.1,5.6,37.5,18.5,11,17.5,7.7,6.9,13432,7228,6204
1,15232,2012,9.1,56.6,11.9,22.4,4.2,18.5,37.6,16.3,9.4,8.1,6,3.5,12114,5985,6129
2,15233,2012,7.3,35.2,30.3,27.1,2.6,4.9,33,19.1,8.7,21.8,10,20.9,4164,1213,2951
3,15236,2012,15.7,18.1,34,32.1,1.2,3.9,25.2,14.8,7.1,28.6,19.3,8.8,30324,15784,14540
4,15321,2012,21.1,35.5,22.4,21.1,5.3,7.4,57.9,11.4,6.9,8.7,2.3,1.1,1480,879,601
5,15290,2012,13.7,37.2,42.7,6.4,4.1,8.2,42.7,16.1,7.9,14.5,6.6,0,0,0,0
6,15275,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,15261,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,15243,2012,0,0,0,0,0,0,0,0,0,0,0,3,13468,7204,6264
9,15241,2012,16.1,16.3,36.6,31,0.9,2.3,20.9,13.7,7.2,30.9,24,1.7,20075,10249,9826
10,15239,2012,19.9,22.4,34.9,22.8,0.6,1.2,13.6,12.9,5.3,36.4,30.1,4.5,21179,10999,10180
11,15017,2012,0,20.5,79.5,0,0,3.6,65.3,10.4,9.2,8.6,2.9,2,15846,8258,7588
12,15057,2012,19.2,19.7,45.5,15.6,5.7,10.7,43.8,19.1,7.1,10.9,2.7,2,14362,7333,7029
13,15120,2012,18,35.8,36.6,9.6,2.7,5.9,40,21.2,11.8,12.7,5.7,8.2,19080,10270,8810
14,15234,2012,15.4,33,40.8,10.8,2.4,4.3,32.7,21.9,11.7,16.3,10.7,5.1,14226,7562,6664
15,15225,2012,3.5,30.8,32.5,33.1,1.2,5,38.2,20.2,11.1,17.2,7.2,11.7,1068,509,559
16,15224,2012,0,47.7,44.6,7.7,2.2,8,52.6,16.8,8.7,9.2,2.5,15.6,10504,5746,4758
17,15222,2012,10.8,29.6,38,21.6,3.2,9.9,37.7,19.5,8,15,6.8,0,2994,1434,1560
18,15219,2012,7,28.6,35,29.4,1.3,4.1,25.4,17.2,8.7,27.4,16.1,36.4,15894,8027,7867
19,15218,2012,8.2,21,62.6,8.3,4.1,10.6,42.5,22.8,5.6,7.3,7.1,10.7,13813,7334,6479
20,15214,2012,15.5,28.4,40.2,16,1.5,6.1,23.3,13.3,6.7,25.3,23.7,21.3,15002,8059,6943
21,15213,2012,18.1,33.7,27.9,20.3,2.7,7.6,38.5,18,9.2,15.3,8.7,13.6,28566,14674,13892
22,15212,2012,0.9,14.9,72,12.1,3.6,4.9,17.5,15.6,3.9,21.7,32.7,21.7,29296,14511,14785
23,15211,2012,15.4,27.1,43.8,13.6,2.9,9.8,38.9,16.1,8.2,15.5,8.5,9,11622,5870,5752
24,15210,2012,7.4,30,32.7,29.9,1.7,5.9,32.5,15.1,7.5,23.1,14.3,20.1,27308,14329,12979
25,15209,2012,23.6,28.1,41.5,6.9,3.7,12.4,41.4,19.3,10.1,8.7,4.4,5.2,12857,6838,6019
26,15208,2012,11.2,45.8,31.5,11.5,1.2,8.1,36.2,16.7,9.3,20.1,8.3,22.6,9873,5870,4003
27,15207,2012,7,34.9,38,20.1,3.5,7,25.9,16.2,5.8,17.4,24.1,10.5,11263,6195,5068
28,15206,2012,7.4,22.4,52.4,17.8,3.8,12,34.1,18.6,11.2,13.3,7.1,17,29504,16219,13285
29,15203,2012,23,42.1,28,6.9,1.9,12.3,40.1,21.2,10,8.3,6.3,7.7,9884,4642,5242
30,15201,2012,10.2,28.6,48.1,13.1,1.5,5.6,31.4,20.1,10.6,20,10.7,16,12542,6294,6248
31,15148,2012,17.9,23.5,28.7,29.9,3,8.4,31.7,21.6,6.1,18.4,10.9,17.8,2582,1382,1200
32,15147,2012,7.4,24.5,63.4,4.6,3.2,9.9,47.5,15.6,11.8,8.6,3.3,7.7,17782,9637,8145
33,15146,2012,11.1,32.4,42.1,14.4,2.5,7.1,37.4,18.7,10.8,16.9,6.6,4.8,28366,14633,13733
34,15144,2012,16.2,46.7,33.4,3.7,2.4,5.4,45.2,20.6,10.7,10.2,5.5,5.1,4024,2157,1867
35,15140,2012,0,0,36.6,63.4,0,0,24.2,14.5,6.9,26.3,28.1,3.9,3297,1710,1587
36,15137,2012,3.5,21.5,38.8,36.2,2,3.9,29.2,15.4,8.8,25.2,15.4,14.6,10106,5284,4822
37,15135,2012,18.2,34.7,36.3,10.9,2.6,8.2,41.9,17.2,7.4,16.2,6.6,4.4,5272,2854,2418
38,15133,2012,10.4,26,42.1,21.5,0.8,3.5,37.8,21.6,10.4,16,10,3.2,6466,3371,3095
39,15132,2012,5.9,37.2,52,4.9,1.1,5.3,50.7,20.8,9.5,8.9,3.7,21.9,21634,11521,10113
40,15131,2012,19.7,39.7,38,2.5,3.2,10.2,47.2,19.5,9.3,6.3,4.2,1.4,8335,4454,3881
41,15129,2012,3,26.4,59.6,11,1.5,4.3,38.4,21.5,10.7,17.2,6.4,8.1,10771,5613,5158
42,15112,2012,9.6,35.6,29,25.8,1.3,3.6,31.9,16.3,9.2,24.4,13.2,19.5,3320,1759,1561
43,15110,2012,22.1,39,32.4,6.6,2,5.7,40.1,20.1,11.6,15.6,4.9,36.1,5639,3237,2402
44,15106,2012,10.9,19.6,50.9,18.6,2.6,2.6,27.8,18.1,9.4,26.4,13.1,11.8,18753,9408,9345
45,15090,2012,10.8,25,34.3,29.9,1.2,2.1,26.1,14.5,9.9,27.9,18.3,1.5,21290,10350,10940
46,15085,2012,0,100,0,0,0,0,32.6,17.9,0,30.9,18.6,7.3,7522,3990,3532
47,15082,2012,8.6,28.6,54.3,8.6,4.4,7.5,47,20.2,7.5,7.1,6.3,0,191,119,72
48,15056,2012,15.8,38.2,34.6,11.4,1.6,4.7,37.4,16.7,10.2,19.6,9.9,1.1,1123,627,496
49,15049,2012,12.2,39.8,39.3,8.7,3,3.4,45.6,23.1,14.7,6,4.2,6.1,933,528,405
50,15047,2012,0,43.9,34.1,22,3.2,13,42.3,13.2,7.7,14.7,6,0,0,0,0
51,15046,2012,0,0,0,0,0,0,0,0,0,0,0,2.6,2619,1336,1283
52,15045,2012,10.7,37.7,48.4,3.1,2.9,2,37.2,14.5,13.6,19.1,10.7,8.1,4495,2264,2231
53,15035,2012,5.7,35.9,41.5,16.9,1.2,4.8,44.2,16.9,10,15.3,7.5,9.7,2182,1178,1004
54,15030,2012,100,0,0,0,2.2,3.9,49.3,20.2,5,11.2,8.1,16.7,1054,561,493
55,15034,2012,7.6,62.9,29.5,0,0.7,9.6,43,24.4,8.7,9.2,4.2,5.5,1859,960,899
56,15026,2012,0,7.8,88.2,3.9,1.2,6.9,46.8,18,10.3,10.1,6.6,4.1,3021,1515,1506
57,15025,2012,1.9,49.4,39.7,9,1.4,5.1,47.5,18.5,7.8,13.6,6.2,11.2,16098,8676,7422
58,15024,2012,21.3,29.3,41.3,8.2,1.6,6.5,36.9,16.2,10.5,17.2,11.2,7.3,8603,4466,4137
59,15020,2012,13.2,51,26.2,9.7,3.7,11.7,45.9,16.6,7.4,10.7,4,14.3,121,55,66
60,15018,2012,22.6,3.2,47.2,27,1.4,7.3,50.1,12.3,9.1,13.5,6.2,8,710,395,315
61,15015,2012,6.8,43.5,33.8,15.9,2.4,3.9,29.7,14.8,8.4,25.8,15,2.3,1228,617,611
62,15014,2012,11.7,33.3,36.7,18.3,0,0.8,11.6,12.1,8.2,41.1,26.2,12.8,3204,1744,1460
63,15007,2012,21.3,32.4,38.5,7.8,2.6,5.2,33.1,18,10.4,19.6,11,0,312,168,144
64,15003,2012,0,0,0,0,0,6.5,18,27.3,23.7,15.8,8.6,13.6,11789,6141,5648
65,15229,2012,1.1,9.2,35.7,54,1.6,1.2,7.6,8.5,3.4,34.5,43.2,4.1,13953,7299,6654
66,15227,2012,10.9,27.2,34.1,27.9,1.2,1.6,15.9,12.7,5.7,33,30,6.5,27772,14715,13057
67,15223,2012,3.2,24.6,32.8,39.3,2.7,8.3,30.2,18.1,6.9,17.9,16,10.5,6922,3491,3431
68,15238,2012,8.9,30.5,44.7,15.9,1.6,4.1,31.4,16.8,11.1,23,11.9,4.5,12821,6670,6151
69,15051,2012,9.5,35,46.8,8.6,0.9,5.8,44.3,23.9,12.3,9.8,2.9,5.4,523,304,219
70,15101,2012,14.1,15.5,44.3,26.2,1.4,2.7,26.9,14.7,9.4,30.3,14.6,3,25717,13225,12492
71,15044,2012,26.8,27.9,38.5,6.8,4.6,8.8,43.6,16.6,13.1,10.4,2.9,2.1,26292,13631,12661
72,15006,2012,0,0,50,50,0,2.4,45.1,11.1,4,31.6,5.9,0,215,117,98
73,15084,2012,4.5,39.1,35.6,20.7,0.1,3.3,35,19.7,12.2,19.6,10.2,10.6,9699,4823,4876
74,15089,2012,12.6,25.5,46.7,15.2,0.5,1.5,12.9,10.5,6.5,35.9,32.3,4.6,5797,2949,2848
75,15126,2012,11.1,13.9,56.9,18.1,3,4.2,31.2,19.3,10.8,21.9,9.6,2.7,6881,3523,3358
76,16059,2012,4.1,30.3,48.5,17,3,5.1,46.4,20.5,10.3,11.3,3.5,4.6,8118,4178,3940
77,16056,2012,1.8,18.3,74.8,5.1,2.2,7.5,38.1,12.8,7.9,18.8,12.7,5.4,5015,2794,2221
78,16055,2012,14.4,31.5,44,10.1,2.7,5.3,47.6,17.2,10.2,11.5,5.4,4.4,8412,4283,4129
79,15668,2012,17.1,11.7,59.5,11.7,2.2,4.7,43.3,15.8,11.2,14.8,8,2.7,13508,6856,6652
80,15642,2012,17.5,24.5,46.2,11.8,2.1,6.7,40.5,19.6,8.3,15.9,7,3.1,45361,23459,21902
81,15332,2012,10.8,17.8,61.3,10.1,0.3,8.8,48.4,12.6,11.2,10.8,7.9,5,8249,4216,4033
82,15142,2012,6.5,41,40.4,12.1,1.1,2.8,21.4,13.5,5.4,30.3,25.5,16.6,1437,781,656
83,15217,2012,9.9,26.8,34.7,28.6,1.4,5.3,26.8,15.9,8,20.7,22,5.7,27045,13799,13246
84,15071,2012,0,0,0,0,0,32.9,67.1,0,0,0,0,4.4,9850,5038,4812
85,15108,2012,22.3,51.4,25,1.4,3.6,6.9,47.8,21.7,10.8,5.2,4,7.4,39880,20395,19485
86,15086,2012,0,57.8,42.2,0,0,0,83.3,16.7,0,0,0,9.9,381,192,189
87,15005,2012,0,0,100,0,0,33.1,39.8,0,9,18.1,0,2.7,9453,4817,4636
88,15104,2012,14.5,27.7,35.3,22.5,1.6,5.5,39.7,18.9,9.1,17.5,7.7,29.4,9232,4776,4456
89,15221,2012,2.6,31.7,60.2,5.6,0.7,4.7,21.6,14.2,4.5,23.7,30.8,16.4,31147,17423,13724
90,15145,2012,11.9,19,44.6,24.5,2.7,4.1,27.8,18.5,9.5,23.1,14.3,19.1,7535,3879,3656
91,15028,2012,5.2,29.9,50.6,14.3,3.2,6.1,40.3,16.6,13.3,18.7,1.8,9.8,129,68,61
92,15139,2012,14.5,53.8,20.3,11.5,1,5.5,48.1,17.1,7,16.4,5,3.9,6323,3339,2984
93,15215,2012,15,24.9,45.4,14.7,1.5,4.1,28.2,19.7,10,23.3,13.1,6.8,12672,6390,6282
94,16046,2012,0,50,50,0,0,8.7,52.2,20,13,3.5,2.6,1.5,13694,7200,6494
95,15143,2012,6.8,33.4,32.5,27.3,2.4,7.1,44,20.1,7.8,10.8,7.6,2.7,20009,10307,9702
96,15205,2012,12.2,23.6,27.3,36.8,3.6,6.2,25.8,16.3,7.4,19.5,21.2,7.4,22312,11588,10724
97,15220,2012,17.9,31.9,37.9,12.3,2.7,5.5,29.2,20.2,9,18,15.4,4.9,17448,8625,8823
98,15031,2012,18.7,49.5,19.5,12.3,2.9,9.9,53.1,13.1,5.8,10,5.1,35.9,488,131,357
99,15102,2012,24.6,35.3,34.1,6,4.8,11,44,22.7,8.6,6.2,2.7,1.7,29736,15360,14376
100,15228,2012,8.9,40,29.4,21.7,1,5.6,31.7,16.4,9.1,24.8,11.3,4.7,17864,9226,8638
101,15216,2012,1.4,10.8,45.2,42.6,0.8,1.8,12.7,11.5,3.5,24.7,45,7.8,23194,11924,11270
102,15136,2012,19,33.5,40.3,7.2,2.6,6.8,42.1,18.9,11.2,12.4,5.9,16.8,21661,11034,10627
103,15204,2012,7,32.1,45.5,15.4,1.6,4.4,34.9,18,9.3,21.9,9.8,19,8066,4568,3498
104,15122,2012,4.6,36.8,29.3,29.3,1.1,6.6,27.7,17.9,13.1,21.5,12.1,11.3,20298,10727,9571
105,15235,2012,6.4,30.1,49,14.4,2.4,4.1,34.4,17,11,20.7,10.3,8,34208,18190,16018
106,15237,2012,8.5,27.7,37.7,26.1,1.3,3,18.7,13.4,5.9,29.3,28.5,3.1,41101,21798,19303
107,15202,2012,2.9,14.4,43.8,38.9,2.6,6,26.3,13.4,6.2,25.1,20.4,10.1,19579,10357,9222
108,15116,2012,8.7,20.7,55.6,15,2.5,6.6,40.4,19,9.8,13.4,8.3,2.3,13912,7156,6756
109,15037,2012,0,100,0,0,0,23.7,46.9,23.7,5.8,0,0,4.7,11384,5873,5511
110,15088,2012,3.6,10.3,73.7,12.4,3.5,7.6,43.5,20.4,9,10,6,15.2,775,398,377
111,15083,2012,22.3,44.2,18.4,15.2,3.2,9.1,41.7,16.7,11,13.6,4.6,13.5,821,400,421
112,15276,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,15282,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,16229,2012,12.1,37.9,44.8,5.2,4.8,7.8,60.1,15,8.3,1.9,2.1,7.4,5010,2460,2550
115,15076,2012,14.3,57.1,28.6,0,5.9,12.6,45.4,14.3,21.8,0,0,18.6,1074,633,441
116,15075,2012,34.1,0,65.9,0,3.9,14.5,45.8,11.5,9.3,9.3,5.7,23.1,74,28,46
117,15068,2012,7.3,24.8,55.6,12.3,0.8,4.5,36,16.1,10.7,20.7,11.1,13.4,38270,19649,18621
118,15065,2012,15.1,46.6,31.4,6.9,3.7,6.3,44.7,20.4,9.3,9.8,5.8,10.4,11823,6245,5578
119,15064,2012,24,39,26.9,10.1,0.9,5.2,48,18.3,7.3,13.6,6.8,30.3,578,334,244
120,15063,2012,0,13.8,86.2,0,4.3,4.3,58.3,8.9,4.6,16.1,3.4,7.5,11435,5969,5466
0,15226,2011,14.7,37.2,31,17,2.1,5.7,38,19.3,11.3,16.8,6.7,12.4,14132,7581,6551
1,15232,2011,14.8,51.9,11.9,21.4,3.8,18.3,40.7,17.9,6.2,7.9,5.2,16.8,11326,5656,5670
2,15233,2011,6,31,36.7,26.3,1.7,4.9,33.7,19.5,10,20.3,10,18.7,4382,1302,3080
3,15236,2011,16.7,20.4,39.7,23.2,1.2,3.8,26.1,14.1,7.1,29.1,18.8,12.3,30305,15721,14584
4,15321,2011,25,18.2,36.5,20.3,6,7.7,56.6,9.9,9.5,8,2.3,7.5,1527,894,633
5,15290,2011,17.6,35.4,41.8,5.1,4,8.7,42.8,15.8,8,14.4,6.3,0,0,0,0
6,15275,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,15261,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,15243,2011,0,0,0,0,0,0,0,0,0,0,0,4.9,13060,7173,5887
9,15241,2011,12.5,18,45,24.5,1.4,1.8,22.2,13.6,6.8,30.7,23.5,2,20213,10250,9963
10,15239,2011,16,22.6,41,20.3,0.9,1.5,14.4,12.7,4.7,36.5,29.3,4.6,21007,10784,10223
11,15017,2011,0,32.6,63.7,3.7,0,2,65.8,10.4,9.8,7.5,4.5,4.2,16224,8338,7886
12,15057,2011,17.5,24.6,46.1,11.7,4.3,9,43.3,19.4,8.9,11.8,3.3,3.2,13684,6927,6757
13,15120,2011,17,43.3,33.3,6.3,2.6,5.9,42.2,19.8,12.6,12,4.8,11.9,19235,10221,9014
14,15234,2011,13.7,37.1,40.5,8.6,2.3,5.2,32.8,21.2,10.8,16.9,10.8,7.1,14328,7496,6832
15,15225,2011,8.9,32.5,28.1,30.5,0.9,6.4,39.2,19.2,10.8,16.1,7.3,14.7,1103,532,571
16,15224,2011,3.9,50,38.2,7.9,2.1,9.4,51.2,16.9,9.1,8.9,2.3,23.7,10896,5940,4956
17,15222,2011,16.8,32.4,41.1,9.8,2.1,11.9,42.2,17.8,6.4,12.9,6.6,18.6,2706,1201,1505
18,15219,2011,8.5,27.8,33.7,29.9,1.3,5.3,27.8,17.4,8,26.8,13.4,42.5,16002,8000,8002
19,15218,2011,9.1,20.4,64.5,6.1,3.4,13.1,42.2,21.3,4.7,6.3,8.9,12.4,13790,7446,6344
20,15214,2011,15.7,29.5,40.3,14.5,1.9,5.2,24.1,15,6.1,23.4,24.3,22,15451,8378,7073
21,15213,2011,20.6,39.6,25.3,14.5,2.2,7.8,38.7,18.3,9.3,16.7,7,45.5,28630,14824,13806
22,15212,2011,0.8,13.9,73.3,12.1,4.2,4.9,19.9,14.9,4.4,21.7,30.1,24.6,29024,14953,14071
23,15211,2011,14.7,24.1,48.9,12.4,2.8,11.5,38.2,16.2,8,14.9,8.4,16.5,11549,5975,5574
24,15210,2011,5.3,28.6,36.6,29.4,1.9,7.2,33.5,14.4,7.2,22.4,13.5,23.5,26554,13907,12647
25,15209,2011,24.8,32,37.3,5.9,4.1,14.1,41.8,19,8.6,7.9,4.4,8.2,12912,6890,6022
26,15208,2011,12.9,42.1,28.2,16.8,0.9,9.3,37.1,14.4,9.2,19.4,9.7,22.8,9822,5669,4153
27,15207,2011,5.9,23.4,39.6,31.1,3.1,5.5,28.6,17.2,5.3,16.5,23.9,15.6,11564,6233,5331
28,15206,2011,13.1,18.4,53.1,15.3,3.9,13.8,32.6,18.1,8.8,14,8.8,19.9,29930,16497,13433
29,15203,2011,20.6,45.8,25,8.6,2.4,13.7,41.9,19.6,6.7,8.3,7.3,21.8,10529,4898,5631
30,15201,2011,9.5,35,44.7,10.8,1.4,5.9,31.6,19.8,10.5,19.9,10.9,20.7,12667,6723,5944
31,15148,2011,16,23.1,42.8,18.1,2.9,8.4,33.4,20.6,6.4,18.4,9.8,28.5,2672,1411,1261
32,15147,2011,6.7,19.2,70.2,3.8,3.3,10.5,45.1,17.3,11.7,8.2,4,10.4,17593,9607,7986
33,15146,2011,14.8,37,36.8,11.4,1.4,7.5,40.1,18.3,10.4,15.4,6.8,6.4,28332,14564,13768
34,15144,2011,13.8,43,39.3,3.8,2.9,7.4,42.8,18,11.3,11.2,6.5,10.9,4056,2124,1932
35,15140,2011,0,0,25.8,74.2,0,0,20.3,12.5,8.6,33.4,25.1,12.2,3316,1708,1608
36,15137,2011,3.5,32,32.2,32.2,2.7,4.2,29.4,13.7,7.3,27.5,15.3,14.1,10129,5177,4952
